"","Name","Team","birthday","mlbid","playerid"
"1364","Erich Uelmen","- - -",1996-05-19,657272,"sa915866"
"1365","Erick Algarin","Indians (A-)",1995-03-31,642595,"sa737062"
"1366","Erick Casillas","Mexican (AAA)",1997-01-01,667918,"sa914150"
"1367","Erick Heredia","Indians (R)",1997-03-17,671850,"sa946446"
"1368","Erick Julio","Rockies (A)",1996-09-22,650510,"sa828333"
"1369","Erick Leal","Cubs (A+)",1995-03-17,612797,"sa657825"
"1370","Erick Perez","White Sox (R)",1998-12-09,672494,"sa3002968"
"1371","Erick Pinales","Tigers (R)",1999-01-27,679026,"sa3007963"
"1372","Erick Teran","Blue Jays (R)",1998-10-02,678280,"sa3005818"
"1373","Erik Cha","- - -",1997-06-19,681912,"sa3007854"
"1374","Erik Espinal","- - -",1996-11-14,667340,"sa918630"
"1375","Erik Manoah","Angels (A+)",1995-12-22,656678,"sa829063"
"1376","Erik Swanson","- - -",1993-09-04,657024,"sa829145"
"1377","Erin Baldwin","Diamondbacks (R)",1996-04-22,676146,"sa3006963"
"1378","Eris Filpo","Rockies (R)",1998-05-03,665813,"sa917835"
"1379","Erison Medina","Red Sox (R)",1997-05-31,682543,"sa3007912"
"1380","Erling Moreno","- - -",1997-01-13,650400,"sa827076"
"1381","Erne Valdes","Rangers (R)",1994-03-14,682558,"sa3007279"
"1382","Ernesto Jaquez","- - -",1999-06-11,677656,"sa3004869"
"1383","Ernesto Zaragoza","Mexican (AAA)",1992-09-26,592889,"sa549734"
"1384","Erven Roper","Angels (R)",1995-02-28,677536,"sa3005065"
"1385","Esmelvin Jimenez","Mexican (AAA)",1987-02-05,524628,"sa456134"
"1386","Esmerling De La Rosa","- - -",1991-05-15,593333,"sa550547"
"1387","Estalin Ortiz","Pirates (R)",1998-11-20,679215,"sa3006395"
"1388","Estarlin Arias","- - -",1994-05-22,620145,"sa739879"
"1389","Estarlin Rodriguez","Braves (R)",1999-10-24,677674,"sa3004871"
"1390","Esteban Haro","- - -",1985-11-11,477462,"sa509455"
"1391","Esteban Romero","Mexican (AAA)",1997-04-12,680366,"sa3005404"
"1392","Estevan Gonzalez","- - -",1992-01-15,623362,"sa548554"
"1393","Ethan Clark","- - -",1994-10-26,664974,"sa875652"
"1394","Ethan DeCaster","- - -",1994-10-27,681915,"sa3007732"
"1395","Ethan Evanko","- - -",1995-06-07,673862,"sa3008037"
"1396","Ethan Hankins","Indians (R)",2000-05-23,677945,"sa3008589"
"1397","Ethan Larrison","Diamondbacks (A-)",1995-08-14,681144,"sa3006767"
"1398","Ethan Lindow","Phillies (A-)",1998-10-15,676600,"sa3005028"
"1399","Ethan Roberts","Cubs (A-)",1997-07-04,681799,"sa3008132"
"1400","Euclides Lopez","- - -",2000-10-13,679696,"sa3005860"
"1401","Eudi Asencio","Braves (R)",1999-02-28,677640,"sa3004866"
"1402","Eudi Asencio","Padres (R)",1999-06-18,678878,"sa3005695"
"1403","Eudis Idrogo","- - -",1995-06-06,621594,"sa656048"
"1404","Eudiver Avendano","Phillies (R)",1999-02-01,668555,"sa917820"
"1405","Eugenio Palma","Cubs (A-)",1996-11-26,655313,"sa829746"
"1406","Eumir Sepulveda","Mexican (AAA)",1996-02-14,650830,"sa830158"
"1407","Eury Ramos","Cubs (A-)",1997-10-10,660756,"sa873729"
"1408","Eurys Henriquez","Diamondbacks (R)",1995-10-04,665901,"sa3006096"
"1409","Evan Estes","Marlins (A-)",1996-11-29,676871,"sa3004353"
"1410","Evan Grills","Rockies (AA)",1992-06-13,592361,"sa548475"
"1411","Evan Guillory","- - -",1996-01-06,667515,"sa3003994"
"1412","Evan Hill","Tigers (A+)",1993-08-18,621334,"sa856272"
"1413","Evan Kruczynski","- - -",1995-03-31,676358,"sa3004341"
"1414","Evan Lee","Nationals (R)",1997-06-18,681885,"sa3008336"
"1415","Evan Manarino","Athletics (A+)",1992-12-28,664879,"sa875823"
"1416","Evan Miller","Padres (A)",1995-05-23,670377,"sa915725"
"1417","Evan Mitchell","- - -",1992-03-18,641887,"sa708969"
"1418","Evan Piechota","- - -",1993-10-19,670949,"sa922004"
"1419","Evan Sisk","Cardinals (R)",1997-04-23,681895,"sa3007612"
"1420","Ever Moya","Rockies (R)",1999-05-25,665955,"sa917836"
"1421","Evy Ruibal","- - -",1995-09-29,656918,"sa3004732"
"1422","Ewdy Aquino","Angels (R)",2000-02-24,672518,"sa3008262"
"1423","Ezequiel De La Cruz","- - -",1999-01-21,672372,"sa3002677"
"1424","Ezequiel Nin","Rangers (R)",1999-11-22,671359,"sa3006350"
"1425","Ezequiel Zabaleta","- - -",1995-08-20,664375,"sa887275"
"1426","Fabian Andrade","Red Sox (R)",1999-04-01,665821,"sa917083"
"1427","Fabian Blanco","Cardinals (A)",1997-12-22,660799,"sa873152"
"1428","Fabian Cota","Mexican (AAA)",1992-04-13,601978,"sa598648"
"1429","Fabian Williamson","- - -",1988-10-20,502371,"sa328152"
"1430","Fabio Martinez","Mexican (AAA)",1989-10-29,516421,"sa503611"
"1431","Fabricio Reina","Astros (R)",2000-02-26,674457,"sa3003143"
"1432","Farlyn Manon","Brewers (R)",1996-10-22,678350,"sa3005900"
"1433","Fauris Guerrero","- - -",1996-10-05,664291,"sa877605"
"1434","Faustino Antigua","Angels (R)",1999-05-23,673375,"sa3003101"
"1435","Faustino Carrera","Cubs (A-)",1999-03-09,666627,"sa917740"
"1436","Fausto Segura","Nationals (R)",1996-10-24,677672,"sa3005036"
"1437","Federico Castaneda","- - -",1984-01-26,477396,"sa504429"
"1438","Feliberto Bonilla","- - -",1998-04-21,666806,"sa917800"
"1439","Felipe Arredondo","- - -",1986-10-04,456493,"sa294348"
"1440","Felipe Castaneda","Blue Jays (R)",2000-01-04,673272,"sa3004456"
"1441","Felipe Gonzalez","Mexican (AAA)",1991-08-15,542413,"sa512503"
"1442","Felipe Tejada","Astros (A-)",1998-02-27,660619,"sa873145"
"1443","Felix Alonzo","Yankees (R)",1999-06-03,679002,"sa3006587"
"1444","Felix Bautista","Orioles (R)",1995-06-20,642585,"sa737480"
"1445","Felix Cepeda","Red Sox (R)",2000-07-15,678743,"sa3005445"
"1446","Felix Gomez","Red Sox (R)",1999-09-01,678320,"sa3006355"
"1447","Felix Mercedes","White Sox (R)",1997-02-13,658533,"sa877351"
"1448","Felix Minjarez","- - -",1996-09-13,682503,"sa3007272"
"1449","Felix Paulino","- - -",1995-03-24,656077,"sa828972"
"1450","Felix Ramires","Rockies (R)",1999-09-26,678498,"sa3005828"
"1451","Felix Sosa","Mets (R)",1998-03-13,675138,"sa3003154"
"1452","Felix Tati","- - -",1997-04-01,650500,"sa828538"
"1453","Felix Viloria","- - -",1996-12-02,650555,"sa828561"
"1454","Fernando Burgueno","Mexican (AAA)",1998-08-29,683114,"sa3008560"
"1455","Fernando Calderon","- - -",1996-10-22,669994,"sa919971"
"1456","Fernando Caro","White Sox (R)",1997-02-25,661556,"sa873426"
"1457","Fernando Cruz","Mexican (AAA)",1990-03-28,518585,"sa389855"
"1458","Fernando Gallegos","Mexican (AAA)",1992-09-04,670528,"sa919324"
"1459","Fernando Lozano","Mexican (AAA)",2000-01-11,683138,"sa3008585"
"1460","Fernando Melo","Rays (R)",1999-12-31,675890,"sa3003162"
"1461","Fernando Miranda","Mexican (AAA)",1994-09-05,642532,"sa736828"
"1462","Fernando Olguin","Mexican (AAA)",2001-03-04,683124,"sa3008571"
"1463","Fernando Perez","- - -",1993-12-17,607895,"sa598187"
"1464","Fernando Sanchez","Twins (R)",2000-02-20,672530,"sa3002605"
"1465","Fernando Villalobos","Mexican (AAA)",1984-12-07,477609,"sa509285"
"1466","Fernando Villicana","- - -",2001-08-02,681621,"sa3006073"
"1467","Fernery Ozuna","Rangers (R)",1995-11-09,642271,"sa739259"
"1468","Ferrol Heredia","Cubs (R)",1998-11-07,672547,"sa3002978"
"1469","Filyer Sanchez","- - -",1997-02-08,660547,"sa872848"
"1470","Fitz Stadler","- - -",1997-04-02,663587,"sa876081"
"1471","Flaer Gonzalez","Astros (R)",1996-09-27,677655,"sa3004832"
"1472","Fleury Nova","Pirates (R)",2001-01-17,681591,"sa3005620"
"1473","Forrest Snow","- - -",1988-12-30,519296,"sa549462"
"1474","Forrest Whitley","Astros (AA)",1997-09-15,666215,"sa917930"
"1475","Foster Griffin","Royals (AA)",1995-07-27,656492,"sa828674"
"1476","Fraicy Breton","Royals (R)",2001-06-10,682741,"sa3008136"
"1477","Frainger Aranguren","Reds (R)",1997-03-17,674287,"sa3003132"
"1478","Francarlos Dacosta","Tigers (R)",2000-02-27,672632,"sa3003001"
"1479","Francis Beriguete","- - -",1999-08-11,667329,"sa948350"
"1480","Francis Del Orbe","Pirates (A-)",1998-10-09,672854,"sa3003043"
"1481","Francis Jones","Reds (R)",1996-12-06,665763,"sa917760"
"1482","Francis Peguero","- - -",1997-08-11,677868,"sa3005209"
"1483","Francis Pena","- - -",1997-06-02,672413,"sa3002938"
"1484","Francis Ventura","Rangers (R)",1993-05-13,682554,"sa3007278"
"1485","Francis Ventura","Cardinals (R)",1999-07-22,666707,"sa917670"
"1486","Francisco Benitez","White Sox (R)",2000-09-15,679532,"sa3006071"
"1487","Francisco Campos","Mexican (AAA)",1972-08-12,408233,"sa195168"
"1488","Francisco Fermin","Cubs (R)",1998-11-19,681630,"sa3008171"
"1489","Francisco German","Rays (R)",1996-12-26,650549,"sa828467"
"1490","Francisco Gil","- - -",1989-04-24,503085,"sa393318"
"1491","Francisco Gomez","Mexican (AAA)",1995-09-28,680391,"sa3005405"
"1492","Francisco Gracia","- - -",1998-09-04,673175,"sa3003060"
"1493","Francisco Haro","Mexican (AAA)",1997-02-17,662964,"sa868960"
"1494","Francisco Hodge","Pirates (R)",2000-05-23,681595,"sa3006155"
"1495","Francisco Jimenez","Tigers (R)",1999-03-23,681633,"sa3006517"
"1496","Francisco Jimenez","- - -",1994-10-04,622465,"sa659658"
"1497","Francisco Justo","Cardinals (R)",1998-12-20,681796,"sa3007907"
"1498","Francisco Lopez","- - -",1994-02-13,642684,"sa739258"
"1499","Francisco Lopez-Soto","Red Sox (A-)",1996-12-18,670406,"sa918572"
"1500","Francisco Martinez","Twins (R)",1999-04-25,672886,"sa3002630"
"1501","Francisco Morales","Phillies (A-)",1999-10-27,672839,"sa3004581"
"1502","Francisco Moreno","Mexican (AAA)",1994-10-07,653540,"sa824739"
"1503","Francisco Perez","Indians (A)",1997-07-20,660906,"sa872785"
"1504","Francisco Rios","- - -",1995-05-06,642590,"sa736833"
"1505","Francisco Sanchez","Rays (R)",1998-04-24,660577,"sa871897"
"1506","Francisco Villegas","Rangers (A-)",1997-08-31,666015,"sa917805"
"1507","Franco Terrero","Royals (AA)",1995-05-20,650618,"sa828421"
"1508","Francys Peguero","Nationals (A-)",1995-10-04,644413,"sa748442"
"1509","Frandy Torres","Twins (R)",1995-08-04,669872,"sa919202"
"1510","Frank Duncan","- - -",1992-01-30,641538,"sa738963"
"1511","Frank Encarnacion","Mariners (R)",1995-02-13,656085,"sa828541"
"1512","Frank German","- - -",1997-09-22,681464,"sa3007729"
"1513","Frank Lopez","- - -",2001-04-23,678562,"sa3007227"
"1514","Frank Rubio","- - -",1995-04-23,676298,"sa3005162"
"1515","Frank Valera","Marlins (R)",1999-10-02,678352,"sa3006115"
"1516","Frankie Bartow","- - -",1997-02-26,663617,"sa3007205"
"1517","Franklin Dacosta","Rays (R)",2000-02-27,672374,"sa3002925"
"1518","Franklin De La Paz","- - -",1999-03-29,674221,"sa3002811"
"1519","Franklin Hernandez","- - -",1995-10-29,681672,"sa3007995"
"1520","Franklin Navarro","Angels (A+)",1994-10-17,621597,"sa655913"
"1521","Franklin Parra","Mets (R)",1999-09-13,681853,"sa3008461"
"1522","Franklin Perez","- - -",1997-12-06,658530,"sa873722"
"1523","Franklin Van Gurp","- - -",1995-10-26,676875,"sa3004709"
"1524","Franklyn Kilome","- - -",1995-06-25,642584,"sa830592"
"1525","Franklyn Soriano","- - -",1995-07-21,664365,"sa875873"
"1526","Franniel Polanco","- - -",1997-10-23,681754,"sa3006422"
"1527","Franny Cobos","Astros (R)",2001-02-01,678725,"sa3006494"
"1528","Franyel Casadilla","- - -",1997-04-05,650875,"sa828384"
"1529","Franyer Hernandez","Yankees (R)",2001-02-01,680627,"sa3008372"
"1530","Fray Perez","Nationals (R)",1996-08-22,672489,"sa3002604"
"1531","Fraylin Santos","Rays (R)",1998-10-03,670551,"sa920959"
"1532","Fred Schlichtholz","- - -",1995-09-18,668880,"sa3004455"
"1533","Freddery Paulino","Giants (R)",2000-09-12,681640,"sa3005881"
"1534","Freddy Pacheco","- - -",1998-04-17,681643,"sa3006164"
"1535","Freddy Tarnok","Braves (A)",1998-11-24,676206,"sa3005175"
"1536","Freddy Tineo","Cubs (R)",1997-11-22,661436,"sa871747"
"1537","Fredely De Dios","Diamondbacks (R)",2000-11-03,681710,"sa3005468"
"1538","Frederic Garcia","- - -",2000-12-17,680620,"sa3006575"
"1539","Frederis Parra","- - -",1994-10-22,622350,"sa657275"
"1540","Fredis Guerrero","Astros (R)",1996-02-16,673244,"sa3003074"
"1541","Fredy Medina","Astros (R)",1997-09-26,664336,"sa881864"
"1542","Fredy Quintero","Mexican (AAA)",1987-12-29,542278,"sa456031"
"1543","Freicer Perez","Yankees (A+)",1996-03-14,661426,"sa873207"
"1544","Freiquik Sanchez","Mariners (R)",1999-03-16,674556,"sa3006099"
"1545","Freisis Adames","Brewers (R)",1996-11-18,668530,"sa916725"
"1546","Freylin Garcia","Astros (R)",1997-12-06,671223,"sa941791"
"1547","Gabe Aguilar","- - -",1990-04-07,674361,"sa977184"
"1548","Gabe Friese","Brewers (A)",1995-05-05,668870,"sa856184"
"1549","Gabe Gentner","Cardinals (A-)",1995-09-06,677180,"sa3004604"
"1550","Gabe Klobosits","Nationals (A+)",1995-05-16,656620,"sa829389"
"1551","Gabe Mosser","- - -",1996-06-08,682077,"sa3006834"
"1552","Gabe Speier","- - -",1995-04-12,642100,"sa738213"
"1553","Gabino Avalos","Mexican (AAA)",1994-08-15,634325,"sa729437"
"1554","Gabriel Arias","Mexican (AAA)",1989-12-06,525734,"sa507276"
"1555","Gabriel Castellanos","Marlins (A)",1993-12-28,602850,"sa597044"
"1556","Gabriel Contreras","Cardinals (R)",2000-08-16,678374,"sa3006359"
"1557","Gabriel Cotto","Phillies (R)",2000-05-15,681813,"sa3007934"
"1558","Gabriel Delgado","Athletics (R)",2000-11-01,678754,"sa3005840"
"1559","Gabriel Garcia","Mexican (AAA)",1989-05-11,515808,"sa504069"
"1560","Gabriel Jaramillo","Cubs (R)",1998-11-03,682974,"sa3008559"
"1561","Gabriel Lino","Phillies (A+)",1993-05-17,593449,"sa548048"
"1562","Gabriel Llanes","Mets (A+)",1996-01-15,657663,"sa829197"
"1563","Gabriel Morales","Padres (R)",1999-04-14,672385,"sa3002781"
"1564","Gabriel Rodriguez","Braves (R)",1999-04-09,676082,"sa3007219"
"1565","Gabriel Valdez","Astros (A+)",1995-10-25,650608,"sa828365"
"1566","Gabriel Vilera","Diamondbacks (R)",2000-04-15,680590,"sa3007845"
"1567","Gabriel Yanez","Phillies (R)",1999-07-22,673394,"sa3005332"
"1568","Gage Burland","- - -",1995-06-27,656272,"sa3006943"
"1569","Galvi Agramonte","- - -",1998-05-19,677715,"sa3005074"
"1570","Garett King","Tigers (A)",1996-06-12,656617,"sa829724"
"1571","Garrett Cave","Giants (A)",1996-07-18,656301,"sa829217"
"1572","Garrett Christman","Giants (R)",1996-01-06,657540,"sa829774"
"1573","Garrett Cleavinger","- - -",1994-04-23,664076,"sa827423"
"1574","Garrett Davila","Royals (A)",1997-01-17,663657,"sa875052"
"1575","Garrett Hill","Tigers (R)",1996-01-16,682051,"sa3007259"
"1576","Garrett Hope","Dodgers (A)",1993-12-27,665579,"sa879514"
"1577","Garrett Kelly","- - -",1994-08-02,670705,"sa920187"
"1578","Garrett Mundell","Yankees (A-)",1993-02-16,656777,"sa829279"
"1579","Garrett Schilling","Rockies (A)",1995-10-25,675983,"sa3004770"
"1580","Garrett Suchey","Royals (A)",1994-11-25,670271,"sa3006097"
"1581","Garrett Whitlock","- - -",1996-06-11,676477,"sa3005306"
"1582","Garrett Williams","Giants (AA)",1994-09-15,624526,"sa738512"
"1583","Garrison Bryant","Mets (R)",1998-12-03,670193,"sa918939"
"1584","Gary Cornish","Mets (A+)",1994-01-21,656326,"sa829472"
"1585","Gaudy Ramirez","Blue Jays (R)",1997-09-11,673312,"sa3003094"
"1586","Gavin Wallace","- - -",1995-11-14,676719,"sa3004102"
"1587","Genesis Cabrera","- - -",1996-10-10,650893,"sa828534"
"1588","Geoff Hartlieb","Pirates (AA)",1993-12-09,664129,"sa876291"
"1589","George Soriano","Marlins (R)",1999-03-24,666277,"sa917493"
"1590","Gerald Ogando","- - -",2000-07-28,676012,"sa3005026"
"1591","Geraldo Perez","Red Sox (R)",1996-05-13,666764,"sa917380"
"1592","Geraldo Sanchez","- - -",1997-08-19,665765,"sa921459"
"1593","Gerardo Carrillo","- - -",1998-09-13,672629,"sa3002790"
"1594","Gerardo Gutierrez","Mexican (AAA)",1998-09-15,677916,"sa3005379"
"1595","Gerardo Navarro","Mexican (AAA)",1993-08-23,608576,"sa737443"
"1596","Gerardo Reyes","- - -",1993-05-13,622103,"sa829912"
"1597","Geremy Galindez","Marlins (R)",1998-04-29,672671,"sa3003018"
"1598","Gersel Pitre","Dodgers (R)",1996-07-23,649957,"sa828176"
"1599","Gerson Garabito","Royals (A+)",1995-08-19,642520,"sa737361"
"1600","Gerson Moreno","Tigers (AA)",1995-09-10,642575,"sa736656"
"1601","Gerson Pinales","Royals (R)",1999-09-02,672601,"sa3005283"
"1602","Gilberto Chu","Nationals (A-)",1997-11-19,658649,"sa873302"
"1603","Gillian Wernet","- - -",1998-10-01,666614,"sa917817"
"1604","Gilmael Troya","Yankees (R)",1997-04-04,660682,"sa872841"
"1605","Gio Arriera","Tigers (A-)",1998-06-07,676506,"sa3004465"
"1606","Giovahniey German","Twins (R)",2000-10-08,679010,"sa3007843"
"1607","Glenn Otto","Yankees (A)",1996-03-11,657248,"sa915710"
"1608","Gonzalo Ochoa","Mexican (AAA)",1993-04-11,664482,"sa871495"
"1609","Gonzalo Sanudo","Mexican (AAA)",1992-01-10,602513,"sa601493"
"1610","Graham Spraker","- - -",1995-03-19,676942,"sa3004024"
"1611","Grant Anderson","- - -",1997-06-21,681982,"sa3006706"
"1612","Grant Dyer","Phillies (A+)",1995-07-31,667657,"sa874139"
"1613","Grant Gavin","- - -",1995-07-10,667050,"sa918674"
"1614","Grant Hockin","Indians (A)",1996-03-05,656545,"sa828698"
"1615","Grant Holmes","Athletics (A+)",1996-03-22,656550,"sa828669"
"1616","Grant Spranger","- - -",1996-01-30,682912,"sa3008339"
"1617","Grant Townsend","Blue Jays (R)",1997-08-09,682193,"sa3007268"
"1618","Grant Wolfram","Rangers (R)",1996-12-12,664991,"sa3008313"
"1619","Grant Zawadzki","Rangers (A)",1992-04-27,667600,"sa919549"
"1620","Gray Fenter","- - -",1996-01-25,663383,"sa875233"
"1621","Grayson Rodriguez","Orioles (R)",1999-11-16,680570,"sa3008130"
"1622","Greg Belton","- - -",1992-12-31,670384,"sa918623"
"1623","Greg Jacknewitz","- - -",1995-06-26,676791,"sa3004705"
"1624","Greg Minier","White Sox (R)",1995-09-22,676951,"sa3004113"
"1625","Greg Weissert","- - -",1995-02-04,669711,"sa918484"
"1626","Gregori Segovia","Red Sox (R)",2000-06-27,678590,"sa3006067"
"1627","Gregori Vasquez","Indians (A)",1997-09-08,660751,"sa873328"
"1628","Gregorio Reyes","Red Sox (R)",1999-01-22,682095,"sa3008418"
"1629","Gregorio Sequera","- - -",1997-12-09,661399,"sa876537"
"1630","Gregoris Chalas","- - -",2000-08-12,682284,"sa3008044"
"1631","Gregory Santos","Giants (A-)",1999-08-28,666619,"sa917162"
"1632","Gregory Soto","Tigers (A+)",1995-02-11,642397,"sa737262"
"1633","Greyfer Eregua","Angels (R)",1993-10-15,622370,"sa659746"
"1634","Griffin Canning","- - -",1996-05-11,656288,"sa829807"
"1635","Griffin Jax","Twins (A+)",1994-11-22,643377,"sa738570"
"1636","Griffin Roberts","- - -",1996-06-13,675965,"sa3008483"
"1637","Guillermo Trujillo","Mexican (AAA)",1993-03-12,665004,"sa3001064"
"1638","Guillermo Zuniga","Dodgers (R)",1998-10-10,670871,"sa945024"
"1639","Gus Varland","- - -",1996-11-06,681402,"sa3007779"
"1640","Gustavo Andujar","Rays (R)",2000-04-06,682552,"sa3007863"
"1641","Gustavo Armas","- - -",1996-01-15,646717,"sa833631"
"1642","Gustavo Frontado","Rockies (R)",2001-03-10,679858,"sa3006506"
"1643","Gustavo Polanco","- - -",2000-05-09,680650,"sa3006511"
"1644","Hai-Cheng Gong","Pirates (R)",1998-12-28,673474,"sa3006960"
"1645","Haniel Ogando","- - -",1999-07-15,678923,"sa3005847"
"1646","Hans Crouse","- - -",1998-09-15,668968,"sa3004642"
"1647","Hansel Paulino","- - -",1996-01-03,650600,"sa828144"
"1648","Hansel Rodriguez","- - -",1997-02-27,650142,"sa830462"
"1649","Hansel Viola","Red Sox (R)",1999-09-25,681188,"sa3006822"
"1650","Harol Gonzalez","- - -",1995-03-02,656083,"sa828505"
"1651","Harold Arauz","- - -",1995-05-29,622693,"sa657710"
"1652","Harold Cortijo","Yankees (A-)",1998-09-29,676435,"sa3004588"
"1653","Harold Galindo","Dodgers (R)",2001-01-22,678693,"sa3007961"
"1654","Harrison Cooney","- - -",1992-03-23,595165,"sa550830"
"1655","Harrison Francis","- - -",1998-10-26,676090,"sa3005295"
"1656","Hassan Pena","- - -",1985-03-25,502142,"sa327740"
"1657","Havid Burgos","Yankees (R)",1994-08-06,622659,"sa657791"
"1658","Hayden Deal","Braves (A)",1994-11-04,677421,"sa3004680"
"1659","Hayden Howard","Nationals (A+)",1994-03-26,643369,"sa738994"
"1660","Hayden Roberts","- - -",1995-08-22,676981,"sa3002823"
"1661","Hazahel Quijada","Padres (R)",1997-09-18,663453,"sa3007586"
"1662","Heath Bowers","- - -",1993-07-25,664885,"sa875407"
"1663","Heath Holder","- - -",1992-08-23,595988,"sa602623"
"1664","Heath Renz","Rays (R)",1995-08-17,682088,"sa3007487"
"1665","Hector Acosta","- - -",1998-10-24,672633,"sa3003002"
"1666","Hector De Los Santos","Cardinals (R)",1998-09-18,680616,"sa3005707"
"1667","Hector Figueroa","Indians (R)",1994-11-30,660022,"sa873724"
"1668","Hector Galvan","Mexican (AAA)",1987-11-06,641241,"sa737570"
"1669","Hector Guance","Orioles (A-)",1995-07-12,649226,"sa828746"
"1670","Hector Lujan","Twins (A+)",1994-08-23,665018,"sa876201"
"1671","Hector Mendoza","- - -",1994-03-05,661268,"sa863882"
"1672","Hector Perez","- - -",1996-06-06,660431,"sa873324"
"1673","Hector Rodriguez","- - -",1997-12-27,674450,"sa3003142"
"1674","Hector Rodriguez","Tigers (R)",1996-12-04,658600,"sa831646"
"1675","Hector Santiago","Giants (R)",1997-11-18,663442,"sa875586"
"1676","Hector Soto","Cardinals (R)",1999-03-02,673267,"sa3003084"
"1677","Hector Villalobos","- - -",1996-08-19,675188,"sa3002572"
"1678","Hector Yan","Angels (R)",1999-04-26,666668,"sa917194"
